CCLE Cell Line Name	Primary Cell Line Name	Compound	Target	Doses (uM)	Activity Data (median)	Activity SD	Num Data	FitType	EC50 (uM)	IC50 (uM)	Amax	ActArea
NCIH2009_LUNG	NCI-H2009	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.9,-.99,2.41,-4.9,6.85,-1.9,-4.3,-45	8.45,3.50,8.13,4.33,3.95,.081,26.4,3.75	8	Sigmoid	7.201756954	8	-44.68572235	0.5123
NCIH2023_LUNG	NCI-H2023	PF2341066	c-MET	.0080,.025,.080,.25,.80,2.53,8	-25,.99,-6.9,-12,-21,-33,-79	.60,29.3,9.52,31.5,13.3,12.9,3.22	7	Sigmoid	8.21310934	4.380047321	-79.02116394	1.1931
NCIH2030_LUNG	NCI-H2030	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	.49,1.97,-2.0,-1.8,.41,-5.5,-.97,-44	5.41,12.3,1.96,4.85,1.87,2.87,.039,6.65	8	Sigmoid	8.16472145	8	-43.43138504	0.4445
NCIH2085_LUNG	NCI-H2085	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	.61,10.6,3.06,-6.9,-12,17.1,-18,-54	7.91,3.94,5.81,12.7,10.8,20.4,10.2,5.26	8	Sigmoid	2.905940771	4.665399551	-54.43396759	0.7718
NCIH2087_LUNG	NCI-H2087	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.4,-7.3,-6.6,.060,11.2,14.2,5.81,-23	9.78,5.06,11.3,2.43,2.94,9.05,10.7,1.82	8	Sigmoid	6.681921005	8	-22.88606834	0.423
NCIH211_LUNG	NCI-H211	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	2.04,10.8,.19,-3.2,1.55,19.5,8.46,-56	2.13,2.50,6.48,6.76,11.9,15.0,24.7,3.13	8	Sigmoid	3.09671855	4.108612537	-62.64735794	0.6209
NCIH2122_LUNG	NCI-H2122	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	8.36,1.32,16.6,-.34,-3.2,17.4,-8.9,-74	10.0,13.2,11.6,16.0,2.31,8.30,9.23,14.9	8	Sigmoid	3.372685909	3.988648415	-73.49909973	0.618
NCIH2170_LUNG	NCI-H2170	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-3.6,5.14,6.23,-7.5,28.5,-11,-36	11.5,10.4,.78,14.3,21.3,18.5,4.23,8.84	8	Sigmoid	2.893176794	8	-36.30861282	0.5128
NCIH2172_LUNG	NCI-H2172	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-29,-48,31.6,-28,18.1,-20,-4.2,-61	11.2,29.1,1.70,5.60,22.1,8.95,16.1,6.35	8	Constant	NA	8	-22.93396568	0.4162
NCIH2228_LUNG	NCI-H2228	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-.68,-.81,2.91,-6.6,-26,-50,-55,-82	1.78,1.03,6.26,11.0,.88,11.0,.74,.78	8	Sigmoid	6.795890808	1.600181341	-80.70623016	1.8879
NCIH226_LUNG	NCI-H226	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	6.71,26.5,1.62,14.8,6.40,20.1,-19,-21	1.06,12.0,1.03,5.61,8.12,4.07,16.6,3.34	8	Sigmoid	1.774047494	8	-21.71312332	0.1941
NCIH2286_LUNG	NCI-H2286	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.1,-8.3,.56,-11,-17,-20,-26,-68	7.28,.092,5.52,.76,4.63,5.34,18.9,4.44	8	Sigmoid	8.747717451	5.16068697	-66.60840607	2.2926
NCIH23_LUNG	NCI-H23	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.8,-18,-16,-15,7.04,-5.4,-8.8,-32	2.91,8.08,4.11,24.0,2.27,25.0,4.34,7.26	8	Linear	NA	8	-31.63952446	1.136
NCIH2444_LUNG	NCI-H2444	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	1.09,-15,5.66,-8.2,19.1,13.4,1.54,-14	3.05,3.02,3.57,22.2,1.09,3.58,6.65,4.13	8	Linear	NA	8	-13.65617466	0.2978
NCIH322_LUNG	NCI-H322	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.3,2.77,-9.0,-6.8,4.07,6.42,3.79,-29	7.69,9.84,3.70,7.82,3.10,5.22,9.01,8.29	8	Sigmoid	6.651379585	8	-28.55127716	0.1449
NCIH3255_LUNG	NCI-H3255	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.6,4.87,1.58,-.15,5.79,4.98,-29,-93	.98,9.26,9.36,5.18,1.19,.40,3.63,.81	8	Sigmoid	2.930515051	3.03383708	-93.23575592	1.2008
NCIH358_LUNG	NCI-H358	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.7,-2.7,-2.6,.99,6.49,-.41,-12,-45	5.87,4.92,5.03,2.02,9.54,3.60,2.53,1.08	8	Sigmoid	3.178440571	8	-45.45305252	0.8719
NCIH441_LUNG	NCI-H441	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.0,12.9,-8.4,11.7,.89,4.48,-10,-38	5.36,5.43,1.96,5.96,1.85,5.72,8.25,2.61	8	Sigmoid	2.980494976	8	-38.18614197	0.455
NCIH460_LUNG	NCI-H460	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-.93,-.82,1.26,1.27,7.48,4.59,-3.8,-30	3.99,8.58,8.19,.77,13.1,6.05,5.30,1.84	8	Sigmoid	3.580091476	8	-29.77647209	0.3076
NCIH520_LUNG	NCI-H520	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.2,5.99,-7.4,1.52,11.8,7.96,2.12,-28	18.7,14.0,20.3,20.4,6.98,3.03,1.42,6.14	8	Sigmoid	3.505883455	8	-28.35042953	0.2855
NCIH522_LUNG	NCI-H522	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.1,-12,-15,4.13,1.55,.33,-.066,-9.1	5.35,5.97,2.61,17.2,27.2,24.7,5.73,9.01	8	Constant	NA	8	-7.526723862	0.5612
NCIH647_LUNG	NCI-H647	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.9,-.11,2.78,8.41,30.7,21.4,13.6,-10	8.16,2.57,29.1,13.7,41.5,.029,39.8,2.27	8	Constant	NA	8	1.56761384	0
NCIH650_LUNG	NCI-H650	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.4,-8.6,2.04,3.95,2.25,5.36,2.99,-47	4.40,3.94,2.28,6.90,3.82,12.2,6.90,2.44	8	Sigmoid	6.352861881	8	-47.19881058	0.389
NCIH661_LUNG	NCI-H661	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	4.79,4.65,2.29,2.15,7.82,-5.7,-20,-50	7.24,7.28,3.37,8.55,1.46,13.6,39.5,68.3	8	Constant	NA	8	4.319573402	0.7048
NCIH727_LUNG	NCI-H727	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.1,-21,10.1,6.06,25.6,12.5,-24,-61	23.4,9.62,41.8,20.2,22.5,13.4,35.3,56.5	8	Linear	NA	8	-25.56332016	1.1206
NCIH810_LUNG	NCI-H810	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.5,1.48,-7.7,-2.6,19.3,14.9,-21,-41	5.74,22.4,10.9,13.3,14.8,7.48,2.23,2.74	8	Sigmoid	2.328727484	8	-40.40819168	0.7947
PC14_LUNG	PC-14	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-12,-5.0,-7.2,3.54,2.21,2.42,-48	5.93,2.83,8.78,.12,5.76,1.16,10.1,7.90	8	Sigmoid	6.854809761	8	-48.16573715	0.5781
RERFLCAI_LUNG	RERF-LC-AI	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-.92,5.19,-13,.75,8.10,9.27,5.31,-40	3.41,6.07,5.78,2.39,5.08,5.93,.14,1.27	8	Sigmoid	7.651296139	8	-39.7565918	0.498
RERFLCMS_LUNG	RERF-LC-MS	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-15,-.23,.038,-16,2.03,-13,-7.5	5.91,5.54,4.64,23.0,10.5,9.14,8.32,10.2	8	Constant	NA	8	-7.997804642	0.005164
SBC5_LUNG	SBC-5	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-6.7,-9.3,-6.0,-25,-24,-67,-78	9.40,8.15,12.6,11.6,7.53,8.66,10.3,1.99	8	Sigmoid	1.421183348	1.574698687	-78.98426056	0.8519
SHP77_LUNG	SHP-77	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,21.4,18.0,-10,-2.1,-9.5,-6.0,47.9	12.6,0,27.7,0,7.92,0,19.3,0	8	Linear	NA	8	-20.15229607	0.604
SKLU1_LUNG	SK-LU-1	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.3,29.3,-8.7,25.4,1.77,10.2,-17,-34	30.4,33.5,27.5,13.8,25.3,2.92,11.2,8.68	8	Constant	NA	8	7.614325047	0.7572
SKMES1_LUNG	SK-MES-1	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	10.9,16.6,-6.1,3.41,16.1,-4.0,-21,-81	6.40,1.48,1.04,8.08,6.06,.020,9.36,9.89	8	Sigmoid	8.21994599	4.934690952	-80.74368286	1.3051
SQ1_LUNG	Sq-1	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	12.9,13.7,-8.7,-1.2,4.73,14.2,2.74,4.30	10.3,3.06,17.7,.83,5.81,15.4,5.11,2.71	8	Constant	NA	8	5.001246452	0.06157
SW1271_LUNG	SW 1271	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	14.6,-11,1.72,-18,6.69,-4.9,-2.0,-44	1.10,.90,.39,7.98,5.65,13.0,2.11,13.3	8	Sigmoid	8.400247992	8	-44.00506592	0.7189
SW1573_LUNG	SW 1573	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,-8.4,-9.7,.48,4.24,10.0,-16,-41	2.67,4.78,5.18,8.18,2.40,4.94,1.81,1.88	8	Sigmoid	2.916736364	8	-41.37752533	0.6794
SW900_LUNG	SW 900	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-2.2,-13,-2.6,-3.1,2.08,-7.6,2.67	5.48,17.9,4.02,6.54,3.35,12.3,24.4,29.0	8	Constant	NA	8	-6.53124094	0.5228
T3M10_LUNG	T3M-10	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	-19,-3.3,-9.0,8.19,-8.2,-.26,-3.4,-19	2.75,16.1,17.2,19.1,5.32,12.5,8.85,5.17	8	Constant	NA	8	-8.962043762	0.2702
VMRCLCD_LUNG	VMRC-LCD	PF2341066	c-MET	.0025,.0080,.025,.080,.25,.80,2.53,8	8.35,1.62,-21,-10,20.7,22.8,-43,-84	23.1,22.4,3.22,7.86,17.0,9.78,16.2,.55	8	Linear	NA	0.386351337	-85.5623703	1.5236
A549_LUNG	A549	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	2.17,3.36,1.20,.29,7.50,7.73,-5.0,-13	17.7,7.19,14.2,6.44,12.9,3.39,18.5,6.96	8	Constant	NA	8	1.736942291	0
CALU1_LUNG	Calu-1	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	2.98,8.34,12.6,2.43,.35,7.08,12.2,-7.7	26.7,2.77,.64,1.71,1.96,14.8,4.90,6.28	8	Constant	NA	8	5.029373646	0.01624
CALU3_LUNG	Calu-3	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,9.02,-5.7,-6.0,-17,12.6,-14,-15	6.54,1.76,7.63,.63,15.1,20.7,5.26,17.8	8	Constant	NA	8	-6.500613689	0.4371
COLO677_LUNG	COLO-677	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	2.74,.74,13.5,14.8,2.01,-8.1,6.90,-75	1.77,.46,1.66,7.28,1.10,9.27,3.92,5.24	8	Sigmoid	8.434412104	7.333292961	-74.76268768	0.8099
COLO699_LUNG	COLO-699	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	20.0,4.71,-2.3,19.9,15.7,14.3,12.2,-68	28.7,3.94,11.5,1.49,15.0,12.3,29.0,.59	8	Sigmoid	6.435945988	6.857899189	-68.01441956	0.6825
CORL105_LUNG	COR-L105	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.6,-1.0,-9.0,-2.8,3.30,8.12,-3.1,-.51	30.6,3.86,15.9,23.0,21.3,18.1,23.6,15.1	8	Constant	NA	8	-1.019639492	0.1163
CORL23_LUNG	COR-L23	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	5.11,1.88,.77,5.67,-.55,6.25,4.84,-3.6	4.23,3.11,.31,2.94,4.29,8.37,8.28,3.02	8	Constant	NA	8	2.451772928	0
DMS114_LUNG	DMS 114	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.2,8.56,3.13,-5.7,-3.2,-3.4,-.16,-65	15.6,19.1,26.2,1.72,12.0,15.9,34.5,10.8	8	Sigmoid	7.939729691	7.263668537	-64.77355957	0.6133
DV90_LUNG	DV-90	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-26,-1.6,5.06,-.69,-7.3,1.36,-13	1.46,24.0,40.5,5.88,5.97,5.82,11.5,16.6	8	Constant	NA	8	-5.494828224	0.6583
EBC1_LUNG	EBC-1	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,-2.9,11.8,12.5,-7.7,1.30,-14,-.36	15.2,2.25,1.96,2.23,17.7,1.85,9.33,.97	8	Constant	NA	8	-0.470308423	0.1243
GLC82_LUNG	GLC-82	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-.58,-1.5,-5.7,.53,5.03,-11,-4.1,-15	.61,.66,1.79,7.44,7.01,4.90,2.95,2.18	8	Constant	NA	8	-3.29543829	0.2351
HARA_LUNG	HARA	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	5.49,1.51,12.2,-2.0,-1.1,4.36,5.12,-3.9	5.25,2.32,2.31,.0073,11.9,2.30,.76,.64	8	Constant	NA	8	2.941838264	0
HCC15_LUNG	HCC-15	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	19.8,14.7,16.0,14.5,15.7,8.80,17.4,20.6	4.19,7.47,4.99,10.3,7.15,14.5,.69,5.60	8	Constant	NA	8	17.42569733	0
HCC2935_LUNG	HCC2935	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	11.0,-6.6,19.7,21.5,14.7,14.4,-2.0,-8.5	17.1,8.55,4.41,10.5,2.47,26.5,5.49,4.41	8	Constant	NA	8	7.35168314	0.05828
HCC4006_LUNG	HCC4006	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	3.47,-.37,1.65,-36,2.86,-4.3,7.40,-38	15.8,16.5,11.4,77.0,5.57,4.03,.23,28.1	8	Constant	NA	8	-1.222080112	0.6167
HCC44_LUNG	HCC-44	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	2.65,-2.2,3.60,-3.4,9.49,-4.8,-.79,-37	2.08,13.7,2.92,14.1,.60,9.59,6.82,41.8	8	Constant	NA	8	1.626302361	0.4521
HCC78_LUNG	HCC-78	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.9,7.86,1.18,6.33,10.6,15.8,-3.5,12.6	10.9,.99,10.1,2.06,16.5,1.85,9.41,.049	8	Constant	NA	8	7.454303741	0
HCC827_LUNG	HCC827	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.5,-14,-4.1,-4.9,27.5,-6.9,-17,-41	22.5,27.9,29.0,8.83,5.73,22.9,29.4,24.7	8	Constant	NA	8	-4.876940727	0.7494
HS229T_LUNG	Hs 229.T	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.6,.24,-.21,7.66,2.79,21.9,1.22,12.7	4.53,1.53,.54,7.57,7.74,2.51,10.3,.045	8	Constant	NA	8	1.937954307	0.006384
IALM_LUNG	IA-LM	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	5.23,2.09,17.6,11.0,-7.3,4.66,1.67,33.6	1.33,7.08,7.49,17.7,5.88,11.8,10.7,2.35	8	Linear	NA	8	-3.000379324	0.08142
KNS62_LUNG	KNS-62	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	17.2,-7.9,2.36,15.3,31.1,2.17,-7.6,-29	31.0,45.0,21.7,31.6,10.5,7.66,8.87,4.04	8	Constant	NA	8	-2.314786673	0.3271
LC1SQSF_LUNG	LC-1/sq-SF	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	28.9,4.01,15.2,4.86,1.22,-1.1,-.13,-5.9	35.9,17.1,11.9,6.66,30.1,4.34,14.4,12.6	8	Constant	NA	8	3.735907078	0.06129
LCLC103H_LUNG	LCLC-103H	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	5.53,8.16,10.6,8.69,.088,8.75,2.81,-7.1	1.20,2.63,3.66,.71,2.27,3.90,18.8,2.31	8	Constant	NA	8	6.373036385	0.09609
LOUNH91_LUNG	LOU-NH91	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	31.7,26.3,-8.0,12.7,-.21,46.9,6.06,-5.1	29.2,10.9,8.58,3.36,11.3,3.31,4.49,59.5	8	Constant	NA	8	11.3831377	0.1343
LU99_LUNG	LU99	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	10.5,4.12,15.3,15.0,5.72,-2.0,-4.5,-52	4.61,6.54,4.50,11.0,9.72,16.0,.58,27.7	8	Sigmoid	8.567593792	7.810983658	-51.46900177	0.5105
LUDLU1_LUNG	LUDLU-1	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	5.01,-4.0,11.3,-4.0,1.58,9.28,-12,-13	11.6,11.8,24.9,18.9,11.4,5.90,4.60,.80	8	Constant	NA	8	-3.969771147	0.1339
MORCPR_LUNG	MOR/CPR	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	1.41,14.9,1.93,2.50,10.0,.93,-6.2,-1.7	5.06,5.97,.31,17.6,.38,2.41,16.1,7.42	8	Constant	NA	8	2.887470245	0.029
NCIH1048_LUNG	NCI-H1048	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	21.3,-11,12.8,23.1,8.56,19.0,-8.0,-27	4.16,9.03,17.0,18.4,6.42,18.5,11.0,31.6	8	Linear	NA	8	-27.90990257	0.3058
NCIH1092_LUNG	NCI-H1092	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-.73,-4.0,4.67,1.19,-4.2,8.23,4.71,-3.6	34.4,7.18,5.26,6.54,6.45,6.89,4.38,22.5	8	Constant	NA	8	1.480213284	0.004055
NCIH1155_LUNG	NCI-H1155	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	5.75,-4.2,-8.8,10.7,14.0,-4.1,-42,-35	6.47,6.52,12.1,7.32,6.29,1.97,5.85,34.1	8	Sigmoid	1.112125874	8	-47.15853882	0.6582
NCIH1184_LUNG	NCI-H1184	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	9.32,-6.9,-47,21.2,73.0,4.11,57.7,36.2	23.8,5.99,14.7,20.8,74.8,1.84,127,35.7	8	Constant	NA	8	6.338735104	0.7164
NCIH1299_LUNG	NCI-H1299	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	13.5,15.8,5.46,13.3,21.9,2.89,-20,-18	11.0,10.7,3.44,13.0,9.28,13.6,2.31,9.28	8	Sigmoid	0.921261787	8	-19.01155853	0.4863
NCIH1339_LUNG	NCI-H1339	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	8.88,5.98,8.98,16.4,3.17,6.33,13.2,-28	14.0,19.2,8.18,2.34,3.57,2.32,.20,21.6	8	Sigmoid	7.90447998	8	-27.20667458	0.312
NCIH1341_LUNG	NCI-H1341	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	45.2,36.6,11.5,2.82,-7.6,-1.7,-4.9,-3.8	14.0,55.2,5.84,13.3,53.4,13.1,1.80,11.4	8	Constant	NA	8	5.406394005	0.09673
NCIH1355_LUNG	NCI-H1355	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	14.0,10.4,9.89,3.83,2.91,-17,-6.3,-14	6.24,3.84,6.23,.64,20.6,2.68,1.32,2.33	8	Sigmoid	0.103574656	8	-12.53021717	0.3069
NCIH1373_LUNG	NCI-H1373	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	7.98,9.62,12.5,21.2,15.6,20.0,-3.1,-17	3.54,1.68,22.9,4.22,.42,10.8,32.5,63.6	8	Constant	NA	8	14.06576633	0.1539
NCIH1563_LUNG	NCI-H1563	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.9,4.95,2.45,3.12,-4.7,-4.3,2.92,2.05	10.7,1.96,5.83,1.55,.31,4.74,3.11,7.18	8	Constant	NA	8	1.472397327	0.0838
NCIH1568_LUNG	NCI-H1568	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	8.75,-2.2,9.46,-1.1,-2.0,7.65,-21,-51	4.40,7.29,14.3,35.0,14.5,7.37,25.9,12.7	8	Sigmoid	2.625543833	5.634932995	-50.98959351	0.6435
NCIH1573_LUNG	NCI-H1573	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	37.2,18.8,15.3,34.1,8.00,-6.0,16.2,18.2	13.2,7.65,16.4,17.9,10.8,4.90,15.1,23.7	8	Constant	NA	8	18.6876564	0.08039
NCIH1581_LUNG	NCI-H1581	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,30.8,20.5,35.6,13.9,-6.2,36.4,4.69	15.8,49.4,33.5,20.9,29.4,8.75,23.0,6.50	8	Constant	NA	8	4.692239285	0.2333
NCIH1648_LUNG	NCI-H1648	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	12.6,-1.4,9.97,20.4,6.77,.35,1.37,-39	18.1,9.47,20.6,6.38,1.50,6.26,18.3,7.86	8	Sigmoid	8.253071602	8	-38.66488266	0.3297
NCIH1650_LUNG	NCI-H1650	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	8.85,7.78,6.26,5.83,-.85,5.73,7.30,-65	5.86,8.86,8.71,.51,15.5,8.80,5.86,17.1	8	Sigmoid	8.151621492	7.487191677	-64.16519928	0.6198
NCIH1651_LUNG	NCI-H1651	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	7.96,-2.7,25.7,9.27,10.00,-4.2,18.3,-14	5.95,18.3,21.4,9.95,17.3,15.4,6.45,1.10	8	Constant	NA	8	7.827538013	0.1886
NCIH1666_LUNG	NCI-H1666	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.4,-10,10.2,-7.3,-.25,-.45,-4.9,-41	41.0,7.17,26.2,.63,22.7,11.6,17.9,15.7	8	Constant	NA	8	-7.546310425	0.3766
NCIH1693_LUNG	NCI-H1693	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	10.7,-3.8,15.8,8.81,1.34,5.11,17.7,5.36	3.01,3.93,22.4,.90,6.14,12.5,23.7,6.50	8	Constant	NA	8	6.822629452	0
NCIH1694_LUNG	NCI-H1694	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	36.3,.66,-20,9.48,-33,-5.7,-9.0,-7.0	17.9,13.0,.67,14.2,19.5,35.8,11.9,9.64	8	Constant	NA	8	-4.508091927	0.6287
NCIH1703_LUNG	NCI-H1703	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	28.3,13.5,4.50,3.65,-3.2,-4.5,-33,-20	15.4,29.7,12.7,1.88,29.1,.15,11.7,2.18	8	Sigmoid	0.499484241	8	-23.18708038	0.689
NCIH1792_LUNG	NCI-H1792	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	1.92,5.21,9.59,9.73,-1.9,4.93,-2.7,1.66	4.80,1.77,3.62,1.75,3.89,1.05,5.86,3.03	8	Constant	NA	8	4.128528595	0
NCIH1793_LUNG	NCI-H1793	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	15.5,6.27,-4.0,3.22,-6.9,15.5,-.28,2.79	32.5,15.9,5.39,11.7,6.47,12.1,20.0,13.3	8	Constant	NA	8	-1.535945535	0
NCIH1869_LUNG	NCI-H1869	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	28.0,7.24,8.05,5.83,3.25,8.66,6.04,7.95	75.2,2.99,15.9,10.2,20.2,15.7,17.7,21.1	8	Constant	NA	8	7.238152504	0
NCIH1915_LUNG	NCI-H1915	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	14.6,7.69,10.5,8.88,11.5,2.59,14.6,.16	4.27,2.45,1.94,27.4,14.1,2.39,22.7,22.8	8	Constant	NA	8	9.277164459	0.0133
NCIH1944_LUNG	NCI-H1944	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-.80,-.56,13.3,-1.0,11.8,27.2,-9.3,-43	8.24,7.62,.17,5.11,25.1,12.1,7.67,68.8	8	Constant	NA	8	2.613728762	0.24
NCIH1975_LUNG	NCI-H1975	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-41,-18,6.74,-.069,7.39,-9.1,4.54,-51	65.8,3.49,4.22,5.32,7.04,1.58,.93,2.62	8	Sigmoid	8.009728045	7.971967697	-50.46188354	0.2325
NCIH2009_LUNG	NCI-H2009	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-.43,9.20,-18,6.12,-2.8,8.16,2.03,-1.2	12.8,2.31,.82,16.9,5.31,24.1,.50,2.24	8	Constant	NA	8	0.505618453	0.1486
NCIH2023_LUNG	NCI-H2023	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.0,19.9,-13,12.4,9.66,-2.7,-.44,9.56	6.31,2.89,4.03,16.2,9.14,6.86,17.2,15.9	8	Constant	NA	8	1.689197421	0.03723
NCIH2030_LUNG	NCI-H2030	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	4.50,-15,-.83,2.21,3.49,6.68,-.87,-8.3	7.88,12.6,3.13,3.29,2.07,.72,6.51,14.1	8	Constant	NA	8	1.181292653	0.1499
NCIH2085_LUNG	NCI-H2085	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	3.61,-7.5,15.1,19.0,7.85,-7.9,-7.8,-53	10.2,10.0,19.1,17.7,11.6,22.1,21.8,.82	8	Sigmoid	8.835168427	7.66442728	-52.54457474	0.6169
NCIH2087_LUNG	NCI-H2087	L-685458	GS	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.3,3.23,10.8,6.21,-10,1.79,-2.1,-24	9.70,4.49,14.8,4.99,12.1,5.48,12.7,8.67	8	Sigmoid	8.379904678	8	-23.51788902	0.2508
